osm_id,osm_type,name,amenity,healthcare,operator,operator_type,emergency,beds,addr_street,phone,latitude,longitude
698116002,way,Hospital São Camilo,hospital,hospital,,,,,Rua Voluntários da Pátria,+55 11 2972-8000;+55 11 3777-0755,-23.4876344,-46.6274562
704404176,way,Hospital Espírita Fabiano de Cristo,hospital,hospital,,,no,,Rua Canário,,-23.3873179,-46.7160758
716836733,way,Centro Médico São Gabriel,hospital,hospital,Green Line,private,yes,,Avenida Amador Bueno da Veiga,,-23.5228077,-46.5428195
717204057,way,Assistência Médica Ambulatorial Sítio da Casa Pintada,hospital,,,,yes,,Avenida Maria Santana,,-23.5100946,-46.4466533
717892300,way,Unidade de Pronto Atendimento Magini Centro,hospital,hospital,,,yes,,Avenida Washington Luís,+55 11 4518 1988,-23.6625177,-46.4597337
718132867,way,Unidade de Pronto Atendimento,hospital,hospital,,,yes,,Avenida Dom José Gaspar,,-23.6868057,-46.4600331
719029766,way,Hospital São Luiz Gonzaga,hospital,hospital,,,,,Rua Michel Ouchana,+55 11 3466=1000,-23.4589479,-46.5820152
720399974,way,Itaci,hospital,hospital,,,,,,,-23.5520729,-46.6771313
720944352,way,Hospital Dom Alvarenga,hospital,hospital,Associação Beneficente Nossa Senhora de Nazaré,private_non_profit,yes,,Avenida Nazaré,+55 11 2163 1700,-23.5963594,-46.6089008
722312861,way,Hospital São Camilo,hospital,hospital,,,yes,,Avenida Pompeia,+55 11 3677-4444;+55 11 3677-4500,-23.5339992,-46.6883649
722332135,way,Hospital e Maternidade Metropolitano,hospital,hospital,,,,,Rua Marcelina,+55 11 3677-2000,-23.5305865,-46.6971835
722756944,way,Hospital Sancta Maggiore,hospital,hospital,,,,,Rua Jaguaribe,+55 11 4085-3335,-23.5414352,-46.6493179
723285940,way,Hospital San Paolo,hospital,hospital,,,yes,,Rua Voluntários da Pátria,+55 11 3405-8200;+55 11 3179-9112,-23.4957954,-46.6251323
723288481,way,Hospital e Maternidade Nossa Senhora do Rosário,hospital,hospital,Grupo NotreDame Intermédica,private,yes,,Rua Doutor Edson de Melo,+55 11 632-6000,-23.5117317,-46.5838787
723555769,way,Hospital e Maternidade São Luiz Anália Franco,hospital,hospital,Rede D'Or,,yes,,Rua Francisco Marengo,+55 11 3386-1100;+55 11 3003-3230,-23.5489202,-46.5582452
723566678,way,Hospital CEMA,hospital,hospital,,,,,Rua Padre Adelino,+55 11 2602-8000;+55 11 2602-4000,-23.5449891,-46.5907526
723677120,way,Hospital Villa-Lobos,hospital,hospital,,,yes,,Rua Lituânia,,-23.5632882,-46.5899753
730903734,way,Hospital Brasil,hospital,hospital,,,yes,,,,-23.6681863,-46.5314664
736826824,way,Hospital Israelita Albert Einstein,hospital,hospital,Sociedade Beneficente Israelita Brasileira,private,yes,,Avenida Doutor Ricardo Jafet,,-23.5909418,-46.6209616
736837545,way,Hospital e Maternidade Sepaco Vila Mariana,hospital,hospital,,,yes,,Rua Vergueiro,+55 11 2182-4444,-23.5952482,-46.6275162
739167117,way,Hospital Municipal Doutor Benedicto Montenegro,hospital,hospital,,,,,Rua Antônio Lázaro,,-23.5881986,-46.5144314
743185590,way,Hospital Estadual Mário Covas,hospital,hospital,Fundação do ABC/OSS.,private_non_profit,no,,Rua Doutor Henrique Calderazzo,+55 11 2829 5000,-23.6709379,-46.5331654
743455342,way,Hospital Sancta Maggiore,hospital,hospital,,,,,Rua Duque D'abruzzo,+55 11 4085 9260,-23.6639916,-46.5700007
744172182,way,Centro Hospitalar Municipal de Santo André,hospital,hospital,Prefeitura Municipal de Santo André,public,,278,Avenida João Ramalho,,-23.6656344,-46.5275337
769067122,way,Unidade de Pronto Atendimento Santa Luzia,hospital,hospital,Secretaria de Saúde e Higiene,government,yes,,Estrada da Colônia,,-23.6938778,-46.3973672
778308923,way,Hospital e Maternidade América,hospital,hospital,,,,,Rua Martin Afonso,+55 11 4544 2085,-23.6700948,-46.4495047
778389562,way,Hospital Santa Casa de Mauá,hospital,hospital,,,,,Avenida Dom José Gaspar,+55 11 2198 8300,-23.6806114,-46.461118
785459956,way,Hospital Sao Luis Morumbi,hospital,hospital,,,,,,,-23.590905,-46.7037567
785740797,way,Hospital Municipal Integrado Santo Amaro,hospital,hospital,,,,,,,-23.6497004,-46.7043441
798979870,way,Hospital Premier,hospital,hospital,,,,,Rua Jurubatuba,+55 11 5090 5000,-23.615249,-46.6942816
813320042,way,Santa Casa de Misericórdia de Diadema,hospital,hospital,,,,,Rua Dois de Julho,+55 11 4072 6300,-23.680297,-46.6092795
816792425,way,Hospital Luz Butantã,hospital,hospital,,private,yes,,Avenida Professor Francisco Morato,+55 11 3094 2300,-23.5782484,-46.7081336
827253914,way,A.C. Camargo,hospital,hospital,,,,,Avenida Lino Jardim,,-23.6583124,-46.5353105
828106699,way,Hospital e Maternidade São Luiz,hospital,hospital,,,yes,,Rua Doutor Alceu de Campos Rodrigues,+55 11 3040 1100,-23.5907444,-46.6735515
828605118,way,Hospital São Lucas,hospital,hospital,,,,,,,-23.6860468,-46.6266741
837675272,way,Hospital Doutor Adib Jatene,hospital,hospital,,,,,Avenida Michihisa Murata,,-23.4765668,-46.6980894
846560981,way,Hospital Saint Patrick Portinari,hospital,hospital,Associação Hospitalar Saint Patrick,,yes,,Praça General Guimarães,+55 11 3465-0700,-23.5084186,-46.7511506
869777503,way,Hospital Cometa,hospital,hospital,PMSP,government,,,Praça Engenheiro Hugo Brandi,,-23.5173294,-46.5770813
899150548,way,Hospital Santa Luzia,hospital,hospital,Prefeitura da Estância Turística de Ribeirão Pires,,,,,,-23.6929068,-46.397546
960013795,way,Albert Einstein Medicina Diagnóstica,hospital,,,,,,,,-23.5728672,-46.6688229
964684237,way,Instituto do Coração,hospital,hospital,,,,,,,-23.5569037,-46.6679599
995748036,way,Pronto Socorro e Maternidade de Taboão da Serra,hospital,,,,yes,,Estrada Tenente José Maria da Cunha,,-23.6286268,-46.7932486
1004556890,way,Assistência Médica Ambulatorial Maria Zélia,hospital,hospital,Secretaria Estadual de Saúde,,,,Rua Jequitinhonha,+55 11 3583-1810,-23.5317926,-46.5991129
1009286531,way,UBS Jardim das Pedras,hospital,hospital,PMSP,government,,,Rua Clovis Salgado,,-23.4191469,-46.5903635
1028665828,way,Hospital São Camilo Ipiranga,hospital,hospital,,,yes,,Rua Pouso Alegre,+55 11 2066-7000,-23.5833518,-46.6116985
1035911907,way,UBS São Ricardo,clinic,hospital,,,,,,,-23.4537891,-46.5457533
1038784783,way,Hospital Municipal Enfermeiro Antônio Policarpo de Oliveira,hospital,hospital,Secretaria da Saúde,government,yes,,Avenida Bento da Silva Bueno,+55 11 3135 5521,-23.4116144,-46.8250738
1059899060,way,São Camilo,hospital,hospital,,,,,Rua Barão do Bananal,+55 11 3677 4444,-23.5336165,-46.6891936
1069916104,way,UPA City Jaraguá,hospital,hospital,Secretaria Municipal da Saúde,government,yes,,Estrada das Taipas,,-23.4415808,-46.7337348
1072628517,way,Hospedaria de Cuidados Palhat,hospital,hospital,,,,,Rua Muniz de Souza,,-23.5712786,-46.6284801
1072689270,way,Hospital Personal,hospital,hospital,,,,,Rua Camé,,-23.5670069,-46.5938795
1072912608,way,Hospital Moriah,hospital,hospital,,,,,Avenida Moaci,,-23.6150443,-46.6602415
1072928221,way,Hospital Leforte Liberdade,hospital,hospital,,,yes,,Rua Barão de Iguape,+55 11 3345-2000,-23.5578943,-46.6348174
1072937952,way,UBS + AMA Vila Pereira Barreto,hospital,hospital,,,,,Rua Dom Manuel D'elboux,,-23.4878994,-46.7135286
1073579043,way,Prevent Senior,hospital,hospital,,,,,Rua Tamaratáca,,-23.5643817,-46.5916623
1073579045,way,Hospital Sancta Maggiori,hospital,hospital,,,,,Rua Tamaratáca,,-23.5641738,-46.5913132
1074884375,way,Hospital Albert Sabin,hospital,hospital,,,,,Rua Brigadeiro Gavião Peixoto,,-23.5257515,-46.711653
1075719335,way,Instituto de Medicina Física e de Reabilitação,hospital,hospital,,,,,Rua Diderot,,-23.5927555,-46.6290373
1075965913,way,Hospital Sancta Maggiore Dubai,hospital,hospital,,,,,,,-23.6165515,-46.7019726
1076258999,way,AE / AMA Sapopemba,hospital,hospital,,,,,,,-23.6115813,-46.4930047
1077025687,way,Hospital Oswaldo Cruz,hospital,hospital,,,,,Rua Vergueiro,,-23.562301,-46.6380252
1077044306,way,Centro de Referência e Treinamento DST/Aids-SP,hospital,hospital,,,,,Rua Santa Cruz,,-23.5966344,-46.6358106
1077056900,way,Hospital do Servidor Público Municipal,hospital,hospital,,,yes,,Rua Castro Alves,+55 11 3397-7700,-23.5673194,-46.638982
1077106761,way,Hospital Sancta Maggiore,hospital,hospital,,,,,Avenida Santo Amaro,+55 11 4085-9300;0800 77 00 789,-23.5841844,-46.6707038
1078451884,way,Hospital Pérola Byington,hospital,hospital,,,,,Avenida Brigadeiro Luís Antônio,+55 11 3248-8000,-23.5563251,-46.6393042
1078460293,way,Hospital São Luiz Unidade Jabaquara,hospital,hospital,,,,,Rua das Perobas,,-23.6437951,-46.6430608
1078730404,way,Hospital Avicena,hospital,hospital,,,,,Rua Padre Adelino,,-23.544033,-46.5856239
1081075453,way,Hospital Sancta Maggiore Paraíso,hospital,hospital,,,,,Rua Maestro Cardim,,-23.5708608,-46.6417299
1085505167,way,Hospital Samaritano,hospital,hospital,,,,,,,-23.5650919,-46.646819
1110389448,way,Hospital Alvorada Moema,hospital,hospital,,,,,Avenida Ministro Gabriel de Rezende Passos,,-23.6014404,-46.6612511
1110770140,way,Unidade de Pronto Atendimento Paulista,hospital,hospital,,,yes,,Rua Teixeira Mendes,+55 11 2468 8480,-23.4366677,-46.5488613
1138943928,way,Centro Médico Hospitalar Santa Helena,hospital,hospital,Santa Helena Saúde,private,yes,,Avenida Capitão João,,-23.6877844,-46.4515837
1163646760,way,Hospital Municipal Euryclides de Jesus Zerbini,hospital,hospital,Secretaria da Saúde,government,yes,,Rua Vital Brasil Filho,+55 11 4233 7524,-23.622247,-46.5637456
1163675476,way,DaVita Tratamento Renal,hospital,hospital,,,,,Rua São Paulo,+55 11 4228 1113,-23.6221903,-46.5648429
1164859373,way,Hospital Beneficência Portuguesa de São Caetano do Sul,hospital,hospital,,,yes,,Rua Gonzaga,,-23.6238096,-46.5653959
1173178228,way,"Hospital e Maternidade São Luiz, São Caetano",hospital,hospital,Rede D'Or São Luiz,private,yes,,,+55 11 2777-1100,-23.6290247,-46.5794387
1178586003,way,NotreDame Intermédica,hospital,hospital,,,,,,,-23.6651121,-46.5219341
1179624563,way,Hospital Coração de Jesus,hospital,hospital,,,,,Avenida Coronel Alfredo Fláquer,,-23.6619705,-46.5273758
1180141319,way,Hospital São José do ABC,hospital,hospital,,,,,,,-23.6728602,-46.5146967
1183565099,way,Hospital Infantil Darcy Vargas,hospital,hospital,Governo do Estado de São Paulo,government,yes,,Rua Doutor Serafico de Assis Carvalho,,-23.5927431,-46.7109418
1184278876,way,Hospital Central São Caetano do Sul,hospital,,,private,yes,,Rua Manoel Coelho,,-23.6171991,-46.5721938
1184570546,way,UPA Bangu Santo André,hospital,hospital,,,,,Rua Avaré,,-23.6408371,-46.5278699
1190292917,way,Hospital Intermédica ABC,hospital,hospital,,,,,,,-23.6701575,-46.5660017
1198547513,way,Hospital da Mulher Maria José dos Santos Stein,hospital,hospital,Fundação do ABC,private_non_profit,yes,,Rua América do Sul,+55 11 4478 5000,-23.6351872,-46.4997643
1199224064,way,Pronto Socorro do Mutinga,hospital,hospital,,,yes,,Rua Salvo Veloso,,-23.5009258,-46.8146659
1213087693,way,NotreDame Intermédica Hospital e Pronto Socorro Santa Cecilia,hospital,hospital,,,,,Praça Marechal Deodoro,,-23.5352801,-46.6545824
1214775121,way,Hospital Bartira,hospital,hospital,Rede D'Or,private,yes,,Rua Itatiaia,+55 11 4996 6666,-23.6304472,-46.5217965
1215578277,way,Sabará Hospital Infantil,hospital,hospital,,,yes,,Avenida Angélica,+55 11 31552800,-23.5498695,-46.6593338
1216788483,way,Higienópolis Medical Center,hospital,hospital,,,,,Rua Mato Grosso,,-23.5500376,-46.6587047
1217778553,way,Santa Maria,hospital,hospital,,,,,Rua Leôncio de Carvalho,,-23.5721207,-46.6469386
1221374253,way,Hospital Nove de Julho,hospital,hospital,,,yes,,Rua Peixoto Gomide,+55 11 4020 0057,-23.559289,-46.6552815
1221447693,way,Hospital Leforte - Unidade Morumbi,hospital,hospital,,,yes,,Rua dos Três Imãos,,-23.5856525,-46.7175281
1221785927,way,Hospital das Acácias,hospital,hospital,,private,,,Rua Natal,,-23.6656052,-46.5162414
1222938223,way,Hospital de Transplantes do Estado de São Paulo Euryclides de Jesus Zerbini,hospital,hospital,SPDM,private_non_profit,no,,Avenida Brigadeiro Luís Antônio,+55 11 3170 6100,-23.5705144,-46.6511231
1225042198,way,Hospital Sancta Maggiore,hospital,hospital,,,,,Avenida Brigadeiro Luís Antônio,,-23.5801155,-46.6639443
1225485527,way,Hospital Municipal Brigadeiro,hospital,hospital,,,,,Avenida Brigadeiro Luís Antônio,,-23.5828728,-46.6673756
1225485537,way,A.C Camargo,hospital,hospital,,,,,Avenida Brigadeiro Luís Antônio,,-23.5839422,-46.6692828
1226469553,way,Casa de Saúde São João de Deus,hospital,hospital,,,,,,,-23.4756817,-46.7549115
1259561813,way,HMU - Hospital Municipal de Urgências,hospital,hospital,,,yes,,Avenida Tiradentes,,-23.4528537,-46.5162203
1292169372,way,Prevent Senior Londres - Núcleo de Medicina Avançada e Diagnóstica,hospital,hospital,,,,,Praça dos Omaguás,,-23.5625729,-46.6918464
1315538862,way,Unidade de Pronto de Atendimento Doutor Luiz Antônio de Abreu Sampaio Dora,hospital,hospital,,,yes,,Rua Estevan Ribeiro Resende,+55 11 3350 0013,-23.4007224,-46.7471402
1348051378,way,Hospital Municipal e Maternidade Professor  Mario Degni,hospital,hospital,,government,yes,,Rua Lucas de Leyde,+55 11 3394 9330,-23.5779418,-46.7647111
1348051388,way,Unidade de Pronto Atendimento Rio Pequeno,hospital,hospital,Associação Paulista para o Desenvolvimento da Medicina,private_non_profit,yes,,Rua José Vicente da Cruz,,-23.5763309,-46.7650196
1349207454,way,Hospital Sancta Maggiore - Unidade Rússia,hospital,hospital,Prevent Senior,,,,,,-23.5804354,-46.7109289
1356971101,way,Hospital Cruzeiro do Sul,hospital,hospital,Norte Dame Intermedica,private,,,Avenida dos Autonomistas,,-23.537298,-46.7768291
1356971104,way,Hospital São Francisco,hospital,hospital,,,,,Rua Padre Damaso,,-23.5366147,-46.776821
1365739602,way,UBS Santo Antônio,hospital,hospital,SESAU - Secretaria de Saúde de São Caetano do Sul,public/government,no,,Rua Joaquim Nabuco,+55 11 4223-5479,-23.6176496,-46.5747197
1415906664,way,Hospital e Maternidade Amador Aguiar,hospital,hospital,,,,,,,-23.5068542,-46.787945
1416347427,way,Instituto de Reabilitação Lucy Montoro,hospital,hospital,,,,,,,-23.6322493,-46.7350761
1416349821,way,Centro de Atenção Integral a Saúde Mental,hospital,hospital,,,,,,,-23.5881101,-46.6384661
1450959081,way,Pronto Socorro Doutor Osmar Mesquita,hospital,hospital,Alpha Instituto,private_non_profit,yes,,Rua Maria Carvalho de Lima,+55 11 2183  6799,-23.4985868,-46.7931787
1451138444,way,Pronto-Socorro Doutor Antônio Flávio França,hospital,hospital,Secretaria de Saúde,government,yes,,Rua Águas da Prata,,-23.5120733,-46.7756538
1452052514,way,Hospital Geriátrico Dom Pedro II,hospital,hospital,,,,,Avenida Guapira,,-23.4668155,-46.5828017
3281462,relation,Conjunto Hospitalar do Mandaqui,hospital,hospital,,,yes,,Rua Voluntários da Pátria,,-23.4849292,-46.6313598
6245330,relation,Complexo Hospitalar da Santa Casa,,hospital,,,,,,,-23.5427185,-46.6501672
8095963,relation,Hospital Municipal Vereador José Storopolli,hospital,hospital,,,,,Rua Francisco Fanganielo,+55 11 2207-9008,-23.5220916,-46.5633938
8546930,relation,Pronto Socorro Municipal Lauro Ribas Braga,hospital,hospital,,,yes,,Rua Voluntários da Pátria,+55 11 2223-2919;+55 11 2223-2923;+55 11 2223-2929,-23.5120158,-46.6265738
11182609,relation,Hospital Nossa Senhora de Fátima,hospital,hospital,Sociedade Portuguesa de Beneficência de São Caetano do Sul,private_non_profit,yes,,Rua Nossa Senhora de Fátima,+55 11 4227 8200,-23.6235116,-46.565341
11197773,relation,Centro de Saúde Doutor Victor Araujo H Mello Pinheiros,hospital,hospital,,,,,Rua Ferreira de Araújo,,-23.5645063,-46.6973084
12317146,relation,AACD - Osasco,hospital,hospital,Associação de Assistência à Criança Deficiente,,,,Avenida Getúlio Vargas,+55 11 3604 5155,-23.5084966,-46.7879519
12484775,relation,Hospital Vitória,hospital,hospital,,,,,Avenida Vereador Abel Ferreira,+55 11 3581-1000,-23.563209,-46.5617628
12633804,relation,Hospital Santa Virgínia,hospital,hospital,Congregação das Filhas de Nossa Senhora do Monte Calvário,religious,yes,,Avenida Celso Garcia,,-23.5374829,-46.5900968
13517704,relation,Hospital Doutor Vivaldo Martins Simões,hospital,hospital,Centro de Estudos e Pesquisas Doutor João Amorim,private_non_profit,,,Rua Ari Barroso,+55 11 3683 3077,-23.5248601,-46.7719007
14315762,relation,Hospital Israelita Albert Einstein,hospital,hospital,,,,,Rua Apiacás,+55 11 2151-1233,-23.5332692,-46.6754942
15794411,relation,Casa da Criança Betinho Lar Espírita para Excepcionais,hospital,hospital,,,,,Rua Vacanga,+55 11 2782-7366,-23.5603985,-46.5324465
16113433,relation,Hospital da Mulher,hospital,hospital,,,,,,,-23.5338554,-46.6435854
19437356,relation,Hospital Dia : Campo Limpo,hospital,hospital,,,,,Avenida Amadeu da Silva Samelo,,-23.631533,-46.7661086
19468747,relation,Complexo Hospitalar Cotoxó,hospital,hospital,,,,,Rua Cotoxó,,-23.5362442,-46.6882696
