osm_id,osm_type,name,shop,operator,brand,addr_street,phone,opening_hours,latitude,longitude
5022218922,node,BR,convenience,,BR,,,,-23.5764409,-46.6452808
5023221124,node,BR Mania,convenience,,BR Mania,,,,-23.5583149,-46.6636176
5025175023,node,BR Mania,convenience,,,,,,-23.5203394,-46.6278662
5025175126,node,Compraki,convenience,,,Avenida Tiradentes,,,-23.5291954,-46.6313074
5051560426,node,Minuto Pão de Açucar,convenience,,,Alameda Lorena,,Mo-Sa 07:00-22:00,-23.5606199,-46.6696973
5067633743,node,Shell Select,convenience,,Shell Select,Avenida Antônio Piranga,,,-23.6796397,-46.5997313
5069705019,node,Pão de Açúcar,supermarket,,Pão de Açúcar,,,,-23.5541637,-46.7101082
5070494762,node,ampm,convenience,,ampm,Avenida Antônio Piranga,,,-23.682859,-46.6058793
5070494763,node,ampm,convenience,,ampm,,,,-23.6862602,-46.6139072
5073433662,node,Oxxo,convenience,,Oxxo,Largo São Francisco,,24/7,-23.5495418,-46.6363914
5076311734,node,Shell Select,convenience,,Shell Select,,,,-23.5358134,-46.7322242
5079592627,node,Carrefour Express,convenience,,Carrefour Express,Rua São Bento,,,-23.5488339,-46.6367217
5084778502,node,Carrefour Express,convenience,,Carrefour Express,Rua Álvares Penteado,,,-23.5468565,-46.6349017
5117644672,node,Mini Extra,convenience,,Mini Extra,Praça Professor José Azevedo Antunes,,,-23.5241305,-46.7049085
5117883856,node,Carrefour Express,convenience,,Carrefour Express,Rua Monteiro de Melo,,,-23.5244874,-46.7031364
5120881960,node,Nikkey,supermarket,,,Avenida Cupecê,,,-23.666246,-46.6553751
5125967747,node,Dia,supermarket,,Dia,,,,-23.6665391,-46.6547995
5125975669,node,Sacolão Cupecê,greengrocer,,,,,,-23.6655791,-46.658108
5127418144,node,Oxxo,convenience,,Oxxo,Rua Artur de Azevedo,,24/7,-23.5619051,-46.6806356
5129469694,node,Dia,supermarket,,Dia,,,,-23.6296853,-46.6901538
5133933721,node,Dia,supermarket,,Dia,,,,-23.6343711,-46.7328624
5136378324,node,Barbosa Supermercados,supermarket,,,Avenida Benedito de Andrade,,Mo-Su 08:00-22:00,-23.4873864,-46.7152451
5142743922,node,Minimart,convenience,,,Rua Luminárias,,,-23.5493897,-46.6900764
5150707950,node,Americana Express,convenience,,,Rua Teodoro Sampaio,,,-23.5676007,-46.6943786
5166437422,node,Supermercado Bem Barato,supermarket,,,Avenida Caminho do Mar,+55 11 4362 2669,Mo-Sa 07:00-22:00; Su 07:00-18:00; PH off,-23.6681902,-46.5678122
5171501975,node,Loja do Abençoado,supermarket,,,Avenida Dom Pedro I,,,-23.6970397,-46.5053438
5188450959,node,Futurama,supermarket,,,Avenida Cásper Líbero,,"Mo-Sa 07:30-20:30; Su, PH 08:30-14:30",-23.538015,-46.6357955
5220319279,node,Extra,supermarket,,Extra,,,,-23.6334351,-46.6983251
5240470726,node,Bettos,convenience,,,,,,-23.4803181,-46.6557424
5240475606,node,Sacolao ouro verde,greengrocer,,,,,,-23.4819563,-46.6549488
5249406721,node,Pão de Açúcar,supermarket,,Pão de Açúcar,Avenida Padre Antônio José dos Santos,,,-23.6121789,-46.6840486
5257774393,node,Mercadinho JP,supermarket,,,Estrada da Cachoeira,+55 11 96096-5813,,-23.4332801,-46.5838051
5261354630,node,Mercado Teixeira,supermarket,,,Rua Francisco Nunes Cubas,,Mo-Sa 07:00-12:00,-23.5475653,-46.3924105
5261466106,node,Dia,supermarket,,Dia,,,,-23.6465715,-46.6419869
5263520478,node,Sonda Supermercados,supermarket,,,,,,-23.6390792,-46.5265561
5265962345,node,Mini,convenience,,,Rua Jaguaribe,,,-23.5416974,-46.6526368
5266430024,node,ampm,convenience,,ampm,,,,-23.5770635,-46.6570484
5268615025,node,BR Mania,convenience,,BR Mania,,,,-23.6018711,-46.6507093
5272218374,node,Ayumi,supermarket,,,,,,-23.6563004,-46.6546354
5276325316,node,Dia,supermarket,,Dia,Rua Cônego Valadão,,,-23.4744756,-46.545037
5286934643,node,Dia,supermarket,,Dia,,,,-23.5698922,-46.6216636
5288345255,node,Dia,supermarket,,Dia,,,,-23.562406,-46.6319539
5293548875,node,ampm,convenience,,ampm,,,24/7,-23.4981637,-46.5952641
5301439268,node,Hirota Lino Coutinho,supermarket,,,,,,-23.5921558,-46.60265
5302603322,node,Americanas Express,convenience,,Americanas Express,Rua Henrique Schaumann,,,-23.5630588,-46.6791022
5316568421,node,Mini Mercado Extra,convenience,,,Estrada São Francisco,,,-23.6185851,-46.7705348
5322378437,node,Carrefour Express,convenience,,Carrefour Express,,,,-23.5890448,-46.6353786
5322380552,node,Dia,supermarket,,Dia,,,,-23.5900944,-46.6353504
5341596821,node,Carrefour Express,convenience,,Carrefour Express,Avenida Jabaquara,,,-23.6279028,-46.6439519
5375459750,node,Bella São Joaquim,supermarket,,,,,,-23.5736198,-46.6497752
5380982114,node,Mercado Frei Caneca,supermarket,CompreBem,,Rua Frei Caneca,,08:00-22:00,-23.5522041,-46.6504512
5426833802,node,Futurama,supermarket,,,Rua dos Pinheiros,,,-23.5677896,-46.6923362
5427557478,node,Americanas Express,convenience,,Americanas Express,Rua dos Pinheiros,,,-23.5680272,-46.6909446
5429095175,node,Futurama,supermarket,,,,,,-23.5672164,-46.6923831
5448154522,node,ampm,convenience,,ampm,Avenida Morvan Dias de Figueiredo,,,-23.5232605,-46.5666095
5448246823,node,Minuto Pão de Açúcar,supermarket,,,,,Mo-Sa 07:00-22:00; Su 08:00-20:00,-23.5880704,-46.6300821
5454351429,node,Shell Select,convenience,,,,,,-23.520522,-46.5549888
5480266204,node,Extra,supermarket,,Extra,Rua Glicerio,,Mo-Sa 07:00-22:00; Su 06:00-22:00,-23.5532852,-46.6278866
5480936653,node,Dia,supermarket,,Dia,,,,-23.6228899,-46.6837485
5542903239,node,Dona Clara,convenience,,,Rua Silva Teles,,,-23.5301135,-46.6107125
5543482775,node,Sonda Supermercados,supermarket,,,Avenida Roza Molina Pannocchia,,"Mo-Sa 08:00-23:00; Su,PH 08:00-22:00",-23.4288362,-46.5368783
5567378170,node,Mini Mercado Extra,convenience,Extra,Mini Mercado Extra,Estrada das Lágrimas,,Mo-Su 09:00-21:00,-23.6465696,-46.5765192
5578385631,node,Quitanda São Paulo,convenience,,,Rua Mateus Grou,,,-23.5646241,-46.6841834
5581066861,node,Mini Extra,convenience,,Mini Extra,Rua dos Pinheiros,,,-23.5673093,-46.6866081
5605446041,node,Dia Market,supermarket,,Dia Market,,,,-23.6659699,-46.5446319
5605446050,node,Ohana Espeto & Frutaria,greengrocer,,,,,,-23.6642165,-46.5397201
5609727973,node,Hortifruti da Vila,greengrocer,,,,,,-23.6578985,-46.5371646
5609727994,node,Dia Market,supermarket,,Dia Market,,,,-23.6621762,-46.5383716
5609727998,node,Margarida Hortifruti,greengrocer,,,,,,-23.6631497,-46.5390381
5610558840,node,Tangerina,convenience,,,Rua Santo Urbano,,,-23.6589744,-46.5401037
5614239381,node,Quitanda & Mercearia,greengrocer,,,,,,-23.6735755,-46.5478385
5615835143,node,Quitanda Sil,greengrocer,,,,,,-23.6327201,-46.5248103
5616268203,node,Carrefour Express,convenience,,Carrefour Express,,,,-23.6512963,-46.5360348
5616356812,node,Fenícia,supermarket,,,,,,-23.62772,-46.4993293
5618484922,node,ampm,convenience,,ampm,,,,-23.6688045,-46.5390734
5636228956,node,Oxxo,convenience,,Oxxo,Rua Augusta,,,-23.5616656,-46.6640552
5700093373,node,Carrefour Express,convenience,,Carrefour Express,Rua Teodoro Sampaio,,,-23.5561771,-46.6753346
5723233811,node,BR,convenience,,BR,,,,-23.4716905,-46.5655076
5739288012,node,Kucho's,convenience,,,Rua Teodoro Sampaio,,,-23.556913,-46.6765626
5741577259,node,Carrefour Express,convenience,,Carrefour Express,Rua Alves Guimarães,,,-23.5577167,-46.6767524
5752030106,node,St. Marche Rebouças,convenience,,,Rua Capote Valente,,Su 08:00-22:00; Mo-Sa 07:00-22:00,-23.5604581,-46.6733769
5768472942,node,Minuto Pão de Açucar,convenience,,,Rua João Moura,,,-23.5608749,-46.6774713
5815190676,node,Mercado Sublime,convenience,,,Rua Paulo Andrighetti,,,-23.5284697,-46.6042464
5861562634,node,Loja Multiprat-k,supermarket,,,Rua Nova do Tuparoquera,,,-23.6584045,-46.7369456
5861562669,node,Supermercado Piraporinha,supermarket,,,,,,-23.6730897,-46.7429343
5866722675,node,Emporio Medeiros,convenience,,,Rua Crispim Duarte,,Mo-Sa 08:00-20:00; Su 08:00-13:00,-23.4938213,-46.5854038
5874451913,node,Mercadinho do tião,supermarket,,,Rua Carneiros,,24/7,-23.4669785,-46.4243062
5878700798,node,Supermercado Nagumo,supermarket,,,Rua Tibúrcio de Souza,,,-23.5218199,-46.3877749
5880426362,node,Hipermercado Extra,supermarket,Extra,Hipermercado Extra,Avenida Souza Ramos,,,-23.5833173,-46.4098093
5885771513,node,Carrefour,supermarket,,Carrefour,Avenida Jacu-Pêssego,,,-23.569472,-46.4452037
5887844364,node,Supermercado Baronesa,supermarket,,,Rua Pedrinópolis,,,-23.5931177,-46.5018761
5888870360,node,Nagumo,supermarket,,,Avenida Sapopemba,,Mo-Su 08:00-20:00,-23.5991882,-46.5161958
5888870362,node,Mercado Municipal,supermarket,,,Avenida Sapopemba,,,-23.5968262,-46.5226378
5888870364,node,Assaí Atacadista,supermarket,,Assaí Atacadista,Avenida Sapopemba,,Mo-Su 07:00-22:00,-23.6023742,-46.5113041
5888870370,node,Bem Barato,supermarket,,,Rua Benedito Jacinto Mendes,,Mo-Sa 08:00-20:00; Su 08:00-18:00,-23.5976514,-46.5175174
5894784285,node,Carrefour Express,convenience,,Carrefour Express,,,,-23.6528401,-46.7098651
5918816648,node,Oxxo,convenience,,Oxxo,Rua Fradique Coutinho,,24/7,-23.5626611,-46.6868935
5932475550,node,Dia,supermarket,,,,,,-23.5327698,-46.6645396
5937808536,node,Carrefour Express,supermarket,,,Rua Verbo Divino,,Mo-Su 09:00-21:00,-23.6328,-46.706212
5984274920,node,Supermercado Violeta,supermarket,,,Rua Boturóca,+55 11 3722-5640,Mo-Sa 07:00-22:00; PH Su 08:00-21:30,-23.5736354,-46.7272152
5995475631,node,Carrefour Express,convenience,,Carrefour Express,Rua Teodoro Sampaio,,,-23.566111,-46.6919124
5995860277,node,Oxxo,convenience,,Oxxo,Avenida Pedroso de Morais,,24/7,-23.5654495,-46.6904091
6008990238,node,Shell Select,convenience,,Shell Select,,,24/7,-23.6978926,-46.5507949
6008994735,node,ampm,convenience,,ampm,Rua Jurubatuba,,,-23.7024769,-46.5539991
6028771785,node,Ita Supermercado,supermarket,,,Rua Jardim Repouso São Francisco,,,-23.4521741,-46.3996256
6079701985,node,Moreira,supermarket,,,,,Mo-Fr 08:00-17:00,-23.6694655,-46.6358836
6101456985,node,Dia,supermarket,,Dia,,,,-23.6065475,-46.6688701
6109273591,node,Hawai,convenience,,,,,,-23.5626659,-46.6816142
6109377286,node,Natural da Praça,convenience,,,Praça Visconde de Sousa Fontes,,,-23.5769794,-46.5876638
6124184707,node,ampm,convenience,,ampm,Avenida Antônio Faustino dos Santos,,,-23.5250138,-46.81888
6140753951,node,Mercadinho NewLar,convenience,,,Rua Antônio Alves Ribeiro,,,-23.5031163,-46.8021698
6169673792,node,Mercadinho Happy Familia,convenience,,,Rua Vilela,+55 11 2092-6165,,-23.5412349,-46.5659305
6188177548,node,Sempre Mais Supermercados,supermarket,,,Rodovia Tancredo de Almeida Neves,,,-23.3975783,-46.7177393
6188216287,node,Supermercado Opção,supermarket,,,,,,-23.3999956,-46.4416981
6188216320,node,Cantinho da Batata,greengrocer,,,,,,-23.4014332,-46.443589
6213753487,node,Rossi,supermarket,,,,,,-23.6243529,-46.4610755
6270181665,node,ampm,convenience,,ampm,Avenida José André de Moraes,,,-23.6031457,-46.7664202
6270278387,node,Gaspar Presentes,convenience,,,,,,-23.533324,-46.6560376
6318852999,node,Mercado dos Oliveiras,convenience,,,Avenida Ayrton Senna,,,-23.5828076,-46.8110093
6337380292,node,Dia,supermarket,,Dia,,,,-23.5442192,-46.6397254
6340108087,node,BR Mania,convenience,,BR Mania,,,,-23.5074308,-46.4783845
6340108120,node,ampm,convenience,,ampm,,,,-23.505763,-46.4749889
6342120835,node,Mercado Coelho & Silva,supermarket,,,Avenida Maria Estela,,Mo-Sa 06:30-20:00,-23.636597,-46.596661
6348404988,node,Emporio e Mercado Grão Nosso,convenience,,,Rua Amália de Noronha,,,-23.5522395,-46.6809314
6353494267,node,Extra,supermarket,,Extra,Rodovia Presidente Dutra,,"Mo-Fr 07:00-23:00; Su,PH 08:00-22:00",-23.4869307,-46.5503355
6357420311,node,TOWA - Empório Oriental,convenience,,,Praça da Liberdade,,,-23.5549462,-46.6352504
6357420321,node,Meisim Mercearia,convenience,,,Praça da Liberdade,,,-23.5546186,-46.6352874
6362979213,node,Korea Mart,convenience,,,Rua dos Estudantes,,,-23.5554674,-46.6347813
6379836707,node,Irmãos Unidos Conveniência,supermarket,,Irmãos Unidos,Alberto Alves da Silva,+55 11 4445-2740,"Mo-Sa 06:30-20:30; Su,PH 07:00-14:00",-23.3743258,-46.7504883
6380122485,node,Extra,supermarket,,Extra,,,,-23.4920896,-46.5465385
6381094377,node,Mini mercado Cajubá,supermarket,,,,,,-23.5077431,-46.4058825
6386100042,node,Quitanda Nakasone,greengrocer,,,,,,-23.6322779,-46.5140988
6388938234,node,Supermercado Higas,supermarket,,,Rua José Maria Alves de Deus,,,-23.5208931,-46.4132186
6390052335,node,ampm,convenience,,ampm,,,,-23.5924477,-46.6200959
6390052338,node,St. Marche,supermarket,,,,,,-23.5917888,-46.6209852
6393719586,node,Pão de Açúcar Anália Franco,supermarket,,Pão de Açúcar,,,Mo-Su 07:00-22:00,-23.5607313,-46.5632086
6408202179,node,Mercado Estação,convenience,,,Avenida Santos Dumont,,,-23.5402738,-46.3681164
6446843758,node,Hortifruti Mangels,greengrocer,,,Avenida Max Mangels Sênior,+55 11 4341 7147,"Mo-Sa 08:00-17:00; Su,Ph 08:00-13:00",-23.6990963,-46.5689918
6449378140,node,Sacolão Tche,greengrocer,,,Avenida Sapopemba,,,-23.5738603,-46.5573469
6450951932,node,Mercadinho Satélite,supermarket,,,Rua Conselheiro Lafayette,,,-23.6196884,-46.5524619
6453866840,node,ampm,convenience,,ampm,,,,-23.5642363,-46.671683
6455314485,node,Mini mercado extra,supermarket,,,,,,-23.6348045,-46.532378
6455314487,node,Dia,supermarket,,Dia,,,,-23.6351361,-46.5322873
6456695070,node,Blue Point,convenience,,,Avenida Conceição,,24/7,-23.500381,-46.5722371
6463706697,node,Dia,supermarket,,Dia,,,Mo-Su 07:00-21:00,-23.561278,-46.6712148
6463706721,node,Camafeu Gourmet Cafeteria,supermarket,,,,,,-23.5685932,-46.6432718
6482978693,node,Empório Zilanna,supermarket,,,,,,-23.5486294,-46.6553321
6518491267,node,Mareloi,convenience,,,Rua Butantã,,,-23.5702605,-46.6978643
6549930646,node,BR Mania,convenience,,BR Mania,,,,-23.5736279,-46.70113
6551663556,node,Dona Diva,convenience,,,,,,-23.4432016,-46.7152636
6551828528,node,Shell Select,convenience,,Shell Select,,,,-23.6896765,-46.5675135
6551852475,node,ampm,convenience,,ampm,Avenida Lucas Nogueira Garcez,,,-23.6920511,-46.5557279
6570734423,node,Oxxo,convenience,,Oxxo,Rua Purpurina,,,-23.5528627,-46.6895865
6580677798,node,Shell Select,convenience,,Shell Select,,,,-23.6549704,-46.6913285
6585647786,node,Tartuferia San Paolo,convenience,,,Alameda Lorena,,,-23.5614154,-46.6685618
6589698755,node,ampm,convenience,,ampm,,,,-23.5070049,-46.5995539
6610587046,node,BRmania,convenience,,,,,,-23.5587629,-46.6877873
6629373078,node,Dia Market,supermarket,,Dia Market,Rua da Consolação,,,-23.5596812,-46.6673125
6630114997,node,ampm,convenience,,ampm,Alameda Lorena,,,-23.5600135,-46.6706459
6631582021,node,M2,convenience,Rede M2,,Rua Vergueiro,,,-23.6144065,-46.6053215
6631713170,node,Mambo,supermarket,,,,,,-23.5996534,-46.6655579
6660698353,node,Estação dos Grãos,convenience,,,Rua Heitor Penteado,,,-23.5476497,-46.6887704
6711300981,node,Carrefour Express,convenience,,Carrefour Express,Avenida Brigadeiro Faria Lima,,,-23.5723048,-46.6897384
6712550827,node,Mercado Extra,supermarket,,Mercado Extra,Rua Dona Antônia de Queirós,,,-23.5486282,-46.6546443
6712736164,node,Supermercado Extra,supermarket,,,Avenida Conceição,,Mo-Su 08:00-21:30,-23.5006556,-46.6014464
6716538800,node,Dia,supermarket,,Dia,Avenida Professor Luiz Ignácio Anhaia Mello,,Mo-Sa 08:00-20:00; Su 09:00-14:00,-23.5854166,-46.5825536
6716538802,node,Extra Mini Mercado,supermarket,,,Praça República Lituana,,Mo-Su 08:00-20:00,-23.5900522,-46.5766162
6716538804,node,Supermercado Yamauchi,supermarket,,,Rua Manaiás,,"Mo-Sa 08:00-21:00, Su 08:00-15:00",-23.5892826,-46.5760674
6742222396,node,Assaí Atacadista,supermarket,,Assaí Atacadista,,,,-23.6629533,-46.4623102
6802501808,node,Carrefour Express,convenience,,Carrefour Express,Avenida Brigadeiro Faria Lima,,,-23.5740817,-46.6885619
6802501813,node,Empório Jardim,convenience,,,Avenida Brigadeiro Faria Lima,,,-23.5737493,-46.6887724
6807938065,node,Carrefour Express,convenience,,Carrefour Express,Rua Maria Antônia,,,-23.5465329,-46.6508772
6815722722,node,ampm,convenience,,ampm,,,,-23.5875076,-46.7316467
6829189280,node,Mercado Terra Nova,supermarket,,,Rua Terra Nova,,,-23.4307845,-46.4324912
6831162171,node,Pequeno mercado.,supermarket,,,Largo do Arouche,,Mo-Su 09:00-21:00,-23.5400137,-46.6453535
6835186826,node,Shell,convenience,,Shell,,,,-23.5088167,-46.6051646
6854309315,node,Sugoi Supermercado,supermarket,,,Rua Francisco Alves,+55 11 4178 2552,,-23.6695332,-46.5839466
6856230986,node,Pão de Açúcar,supermarket,Pão de Açúcar,Pão de Açúcar,Rua Doutor Alceu de Campos Rodrigues,,"Mo-Sa 06:00-22:00, Su 07:00-20:00",-23.5903887,-46.6739367
6865270171,node,Gago,convenience,,,Rua Hortência Alves da Silva,,,-23.5680783,-46.3670561
6886525649,node,KL,convenience,,,Rua Martins Fontes,,,-23.5490604,-46.6438772
6897244307,node,Mini Mercado Extra,convenience,,Mini Mercado Extra,,,,-23.6691208,-46.506153
6897244309,node,Sacolão São Jorge,supermarket,,,,,,-23.6722403,-46.5042914
6897244311,node,Novo Rosiclen Mercado e Padaria,supermarket,,,Avenida Guaianazes,,,-23.6706591,-46.5043014
6958717545,node,Supermercado Pepe Tatuapé,supermarket,,Pepe,Praça Doutor Almeida Junqueira,,Mo-Sa 08:00-21:00; Su 08:00-14:00,-23.5311698,-46.5615218
7004626268,node,Ville Mercado,supermarket,,,,,,-23.6749229,-46.4998519
7010142424,node,Mercadinho Homero Thon,convenience,,,Rua César de Meneses,,,-23.6655778,-46.5040833
7021734954,node,Mini Market Yu,convenience,,,Avenida São João,,Mo-Sa 09:00-23:00; Su 10:00-22:00,-23.5402564,-46.6437084
7074523182,node,Flamengo,supermarket,,,,,,-23.5924491,-46.7897472
7074523184,node,Kobal,supermarket,,,,,,-23.5952996,-46.7887877
7074533885,node,Paraná,supermarket,,,,,,-23.5934694,-46.7850181
7074533886,node,Rod & Raf,supermarket,,,,,,-23.5989729,-46.7845898
7078683288,node,Hortifruti Kauê,greengrocer,,,Avenida Queirós Filho,,Tu-Fr 09:00-20:00; Sa 08:00-19:00; Su 08:00-15:00; PH off,-23.6701691,-46.5058386
7083377164,node,Shell Select,convenience,,Shell Select,Rua Roque Barbosa Lima,,,-23.5896192,-46.544561
7094776891,node,Mercado Velasco,supermarket,,,Avenida Moinho Fabrini,+55 11 4343 4667,,-23.6965025,-46.5814985
7098421385,node,ampm,convenience,,ampm,,,,-23.6412712,-46.5208946
7104721585,node,Energia Natural,greengrocer,,,,,,-23.6303418,-46.532922
7119881359,node,Armazem Peter Paiva,convenience,,,Rua Pedro Madureira,,,-23.4930509,-46.6170315
7188298120,node,OXXO,convenience,,OXXO,Avenida Miguel Estefno,,24/7,-23.619821,-46.6379742
7191321051,node,Eden Produtos Naturais,supermarket,,,Avenida Jabaquara,,,-23.617328,-46.6384434
7212822096,node,Emporium MR,convenience,,,Praça Visconde de Sousa Fontes,,,-23.5776676,-46.5880938
7223114653,node,ampm,convenience,,ampm,Avenida Paes de Barros,,,-23.5734198,-46.5877595
7232973285,node,Supermercados Madrid,supermarket,,,Rua Tumiaru,,Mo-Sa 07:00-21:00; Su 08:00-15:00,-23.5801023,-46.6511052
7245638993,node,Clean All,supermarket,,,Avenida Doutor Renato de Andrade Maia,,,-23.4569078,-46.5270383
7257951691,node,Casa do Norte Canaã,convenience,,,Avenida Cásper Líbero,+55 11 4115-4092,,-23.5365666,-46.6358216
7264570045,node,Emporium Compre Facil,convenience,,,Alameda Eduardo Prado,,,-23.5293018,-46.64706
7273381085,node,ampm,convenience,,ampm,Avenida Água Fria,,,-23.481734,-46.6222415
7299405223,node,Emporio de Produtos Naturais,convenience,,,Estrada de Mogi das Cruzes,,,-23.5144828,-46.4959901
7338792674,node,Minuto pão de açúcar,supermarket,,,,,,-23.5684843,-46.6267554
7338792679,node,Frango fofinho,supermarket,,,,,,-23.5682047,-46.625979
7515641943,node,Pão de Açúcar,supermarket,,Pão de Açúcar,Rua Fidêncio Ramos,,Mo-Sa 09:00-20:00,-23.5944758,-46.6843178
7543111809,node,Emporio Villa Natureba,supermarket,,,Avenida Nossa Senhora do Sabará,,09:00-19:00,-23.665634,-46.6906483
7647218507,node,Blue Point,convenience,,,Avenida Brigadeiro Faria Lima,,,-23.5638732,-46.6941985
7649997914,node,Negreiros Supermercados - Ponte Rasa,supermarket,,,Rua Agenor de Barros,,,-23.5088206,-46.4894631
7724371243,node,Nossa Vila,convenience,,,Rua Vergueiro,,,-23.6180934,-46.6053352
7757223472,node,Oxxo,convenience,,Oxxo,Rua Harmonia,,,-23.5479097,-46.6918732
7826275696,node,Mioni Mercado Superação,convenience,,,Rua Rocha,,,-23.5569885,-46.6499422
7988887063,node,Empório do Velhinho,supermarket,,,Conselheiro Furtado,,,-23.5648736,-46.6325877
8039793173,node,Vila das Frutas,supermarket,,,Turmalina,+55 11 3207-3539,Mo-Sa 07:30-21:00; Su 08:00-21:00,-23.5706461,-46.6317015
8050824376,node,X Supermercados,supermarket,,,Estrada do Zircônio,+55 11 4652 3033,"Mo-Sa 07:00-21:00; Su,PH 07:00-20:00",-23.4082443,-46.49791
8154879469,node,SM Supermercado,supermarket,,,Avenida Zumkeller,,,-23.4773565,-46.633596
8180408072,node,Violeta,supermarket,,,,,,-23.4812794,-46.6733646
8198818913,node,Hortifruti Frutamina,greengrocer,,,,,,-23.5903242,-46.7696259
8270578049,node,Korin Orgânicos,greengrocer,,,Rua Coronel Artur Godói,(11) 5579-9363,Mo-Fr 08:00-20:00; Sa 08:00-18:00,-23.5851161,-46.641879
8296559622,node,Oxxo,convenience,,Oxxo,Rua M.M.D.C.,,24/7,-23.5729547,-46.7064543
8308688336,node,Sacolão Vale do Cordeiro,greengrocer,,,Avenida Osvaldo Valle Cordeiro,+55 11 4562 5216,Mo-Su 07:00-19:00,-23.5563706,-46.4919888
8308695314,node,Mercadinho Chico,convenience,,,Rua Luís Percoré,,Mo-Fr 06:00-19:00; Sa 07:00-19:00; Su 07:00-13:00,-23.5576405,-46.4860412
8340396211,node,"Rua Tibúrcio De Souza, 2611",supermarket,higa´s,,Rua Tibúrcio de Souza,,,-23.517722,-46.38837
8380595137,node,Mercado Saraiva,supermarket,,,Rua Augusta,,,-23.5512884,-46.6505328
8423041402,node,Shiawase,convenience,,,Avenida Jabaquara,,Mo-Sa 07:30-19:30,-23.6188256,-46.6394586
8423184667,node,Supermercado Vila das Frutas,supermarket,,,Alameda dos Guatás,,,-23.6148758,-46.6435977
8427288277,node,ampm,convenience,,ampm,Rua Francisco Lipi,,,-23.4902509,-46.6099027
8435688479,node,ampm,convenience,,ampm,Avenida Corifeu de Azevedo Marques,,,-23.5595073,-46.7476453
8543858543,node,Nagumo Menor,supermarket,,,Avenida Ragueb Chohfi,,07:00-21:00,-23.5964462,-46.4542829
8593136947,node,Açai,convenience,,,Avenida Professor Luiz Ignácio Anhaia Mello,,,-23.591501,-46.5416438
8593136948,node,Shell,convenience,,Shell,Avenida Professor Luiz Ignácio Anhaia Mello,,,-23.5914279,-46.5417686
8623866176,node,Assaí Atacadista,supermarket,,Assaí Atacadista,Avenida Marquês de São Vicente,,"Mo-Sa 07:00-22:00; Su,PH 08:00-20:00",-23.5192459,-46.6728407
8707030299,node,Mais Baratoo,convenience,,,Rua Francisco Calado,,,-23.4739281,-46.6690201
8815675821,node,Blue Point,convenience,,,Rua Catumbi,,,-23.5259935,-46.6008533
8890523337,node,Br Mania,convenience,,Br Mania,Rua do Gasômetro,,,-23.5440907,-46.6205585
8958289417,node,BR,convenience,,BR,,,,-23.5041382,-46.6146062
9015481195,node,Coop,supermarket,,,Avenida Capitão Mário Toledo de Camargo,+55 11 4453 5211,"Mo-Su,PH 08:00-22:00",-23.6979347,-46.5063947
9054830010,node,ampm,convenience,,ampm,Rua Magarinos Torres,,,-23.5194478,-46.5838061
9095117186,node,Carrefour Express,convenience,,Carrefour Express,Avenida Senador Queirós,,,-23.5389885,-46.6346045
9125012100,node,BR,convenience,,BR,Largo Ubirajara,,,-23.5460153,-46.5925463
9129556371,node,Shell Select,convenience,,Shell Select,Rua Diogo Lopes,,,-23.5626361,-46.5766131
9146454671,node,Classe A,convenience,,,Avenida Doutor Francisco Ranieri,,,-23.4775362,-46.6461791
9148043396,node,Minuto Pão de Açúcar,convenience,,Minuto Pão de Açúcar,,,,-23.6832478,-46.5573782
9155566341,node,ampm,convenience,,ampm,Avenida Nova Cantareira,,24/7,-23.4863113,-46.618503
9165891077,node,Flor,convenience,,,Rua Zumbi dos Palmares,,24/7,-23.5270072,-46.6317206
9167712026,node,Akash,convenience,,,Rua Doutor Pedro Arbués,,,-23.5333331,-46.6300346
9178857761,node,BR,convenience,,BR,Avenida Sapopemba,,,-23.5708276,-46.5698535
9201087766,node,Empório Natureza em Grãos,convenience,,,Rua Diana,,,-23.5351433,-46.6827422
9202634444,node,Shell,convenience,,Shell,Rua Alice Macuco Alves,,,-23.5395558,-46.706317
9202634491,node,Shell,convenience,,Shell,Rua Cerro Corá,,,-23.5355046,-46.7135061
9207964197,node,Shell,convenience,,Shell,Avenida Inajar de Souza,,,-23.5007988,-46.6860586
9254839750,node,Coop Pereira Barreto,supermarket,,,Avenida Pereira Barreto,+55 11 4429 5717,"Mo-Su,PH 08:00-21:45",-23.6776512,-46.5380817
9329779033,node,Varejão Estrela,greengrocer,,,Avenida Itapark,,,-23.6738183,-46.4398261
9348108782,node,Sacolão São Jorge,supermarket,,,,,,-23.6408479,-46.5534324
9348108783,node,Sacolão Alameda,supermarket,,,,,,-23.6397129,-46.554354
9394857231,node,Fast Store,convenience,,,,,24/7,-23.5643307,-46.6493985
9451162740,node,Hortifruti Novo Santo Amaro,greengrocer,,,,,,-23.6677838,-46.7380488
9453230111,node,Mini Extra,convenience,,Mini Extra,Avenida Conceição,,,-23.4981098,-46.5955734
9460383943,node,Monale Supermercado,supermarket,,,Avenida Fagundes Filho,,,-23.6268887,-46.6340525
9550218139,node,Atacado Suplemento,supermarket,,,Avenida Brasil,+55 11 3280-0700,24/7,-23.5786718,-46.6624591
9566184869,node,Supermercado Paraíso,supermarket,,,Rua Antônio Carlos Paiva Camelo,,,-23.4154346,-46.8221022
